date,store_nbr,family,sales,onpromotion
2017-05-01,3,PERSONAL CARE,924.0,9
2017-05-01,3,PRODUCE,10290.211,6
2017-05-01,30,PERSONAL CARE,119.0,10
2017-05-01,30,PRODUCE,486.11,3
2017-05-01,31,PERSONAL CARE,642.0,23
2017-05-01,31,PRODUCE,1504.19,7
2017-05-01,32,PERSONAL CARE,169.0,15
2017-05-01,32,PRODUCE,200.185,3
2017-05-01,33,PERSONAL CARE,441.0,16
2017-05-01,33,PRODUCE,1472.545,8
2017-05-01,34,PERSONAL CARE,424.0,23
2017-05-01,34,PRODUCE,966.461,6
2017-05-01,35,PERSONAL CARE,176.0,16
2017-05-01,35,PRODUCE,459.863,6
2017-05-01,36,PERSONAL CARE,510.0,29
2017-05-01,36,PRODUCE,1518.4921,7
2017-05-01,37,PERSONAL CARE,381.0,9
2017-05-01,37,PRODUCE,2816.646,5
2017-05-01,38,PERSONAL CARE,710.0,11
2017-05-01,38,PRODUCE,2873.829,6
2017-05-01,39,PERSONAL CARE,662.0,24
2017-05-01,39,PRODUCE,1992.271,10
2017-05-01,4,PERSONAL CARE,468.0,9
2017-05-01,4,PRODUCE,3782.643,6
2017-05-01,40,PERSONAL CARE,512.0,26
2017-05-01,40,PRODUCE,1218.606,7
2017-05-01,41,PERSONAL CARE,564.0,12
2017-05-01,41,PRODUCE,2938.255,6
2017-05-01,42,PERSONAL CARE,411.0,8
2017-05-01,42,PRODUCE,3087.94,5
2017-05-01,43,PERSONAL CARE,440.0,22
2017-05-01,43,PRODUCE,1451.73,7
2017-05-01,44,PERSONAL CARE,1127.0,12
2017-05-01,44,PRODUCE,14142.503,5
2017-05-01,45,PERSONAL CARE,1494.0,12
2017-05-01,45,PRODUCE,10458.425,6
2017-05-01,46,PERSONAL CARE,1783.0,12
2017-05-01,46,PRODUCE,5829.489,6
2017-05-01,47,PERSONAL CARE,1756.0,12
2017-05-01,47,PRODUCE,9998.494,6
2017-05-01,48,PERSONAL CARE,1800.0,12
2017-05-01,48,PRODUCE,3877.2239,6
2017-05-01,49,PERSONAL CARE,986.0,8
2017-05-01,49,PRODUCE,11948.071,6
2017-05-01,5,PERSONAL CARE,317.0,14
2017-05-01,5,PRODUCE,1867.236,5
2017-05-01,50,PERSONAL CARE,1061.0,11
2017-05-01,50,PRODUCE,3312.0679,6
2017-05-01,51,PERSONAL CARE,494.0,8
2017-05-01,51,PRODUCE,7029.669,6
2017-05-01,52,PERSONAL CARE,795.0,14
2017-05-01,52,PRODUCE,5678.439,5
2017-05-01,53,PERSONAL CARE,460.0,12
2017-05-01,53,PRODUCE,2604.441,5
2017-05-01,54,PERSONAL CARE,311.0,18
2017-05-01,54,PRODUCE,717.598,4
2017-05-01,6,PERSONAL CARE,687.0,10
2017-05-01,6,PRODUCE,4197.593,6
2017-05-01,7,PERSONAL CARE,278.0,8
2017-05-01,7,PRODUCE,5641.699,5
2017-05-01,8,PERSONAL CARE,599.0,8
2017-05-01,8,PRODUCE,6258.202,6
2017-05-01,9,PERSONAL CARE,950.0,26
2017-05-01,9,PRODUCE,2502.085,8
2017-05-02,1,PERSONAL CARE,259.0,9
2017-05-02,1,PRODUCE,2834.652,5
2017-05-02,10,PERSONAL CARE,268.0,22
2017-05-02,10,PRODUCE,375.024,71
2017-05-02,11,PERSONAL CARE,584.0,23
2017-05-02,11,PRODUCE,2222.81,136
2017-05-02,12,PERSONAL CARE,225.0,19
2017-05-02,12,PRODUCE,362.919,80
2017-05-02,13,PERSONAL CARE,315.0,22
2017-05-02,13,PRODUCE,282.366,41
2017-05-02,14,PERSONAL CARE,438.0,22
2017-05-02,14,PRODUCE,482.294,80
2017-05-02,15,PERSONAL CARE,271.0,17
2017-05-02,15,PRODUCE,1123.77,100
2017-05-02,16,PERSONAL CARE,141.0,12
2017-05-02,16,PRODUCE,969.009,87
2017-05-02,17,PERSONAL CARE,413.0,22
2017-05-02,17,PRODUCE,2268.666,115
2017-05-02,18,PERSONAL CARE,237.0,22
2017-05-02,18,PRODUCE,3830.917,143
2017-05-02,19,PERSONAL CARE,282.0,19
2017-05-02,19,PRODUCE,562.936,70
2017-05-02,2,PERSONAL CARE,338.0,9
2017-05-02,2,PRODUCE,2354.768,5
2017-05-02,20,PERSONAL CARE,452.0,24
2017-05-02,20,PRODUCE,1519.47,118
2017-05-02,21,PERSONAL CARE,344.0,26
2017-05-02,21,PRODUCE,2102.072,121
2017-05-02,22,PERSONAL CARE,287.0,18
2017-05-02,22,PRODUCE,804.765,99
2017-05-02,23,PERSONAL CARE,158.0,5
2017-05-02,23,PRODUCE,1281.7,5
2017-05-02,24,PERSONAL CARE,287.0,5
2017-05-02,24,PRODUCE,3580.148,6
2017-05-02,25,PERSONAL CARE,81.0,2
2017-05-02,25,PRODUCE,1116.353,4
2017-05-02,26,PERSONAL CARE,173.0,5
2017-05-02,26,PRODUCE,484.493,4
2017-05-02,27,PERSONAL CARE,291.0,9
2017-05-02,27,PRODUCE,2910.16,6
2017-05-02,28,PERSONAL CARE,412.0,21
2017-05-02,28,PRODUCE,3100.449,104
2017-05-02,29,PERSONAL CARE,344.0,23
2017-05-02,29,PRODUCE,2693.871,128
2017-05-02,3,PERSONAL CARE,592.0,9
2017-05-02,3,PRODUCE,7602.309,6
2017-05-02,30,PERSONAL CARE,110.0,9
2017-05-02,30,PRODUCE,1263.545,91
2017-05-02,31,PERSONAL CARE,335.0,20
2017-05-02,31,PRODUCE,2665.432,116
2017-05-02,32,PERSONAL CARE,93.0,10
2017-05-02,32,PRODUCE,384.556,66
2017-05-02,33,PERSONAL CARE,297.0,19
2017-05-02,33,PRODUCE,2308.984,111
2017-05-02,34,PERSONAL CARE,305.0,20
2017-05-02,34,PRODUCE,1321.708,103
2017-05-02,35,PERSONAL CARE,136.0,15
2017-05-02,35,PRODUCE,781.795,75
2017-05-02,36,PERSONAL CARE,323.0,23
2017-05-02,36,PRODUCE,3019.02,126
2017-05-02,37,PERSONAL CARE,321.0,5
2017-05-02,37,PRODUCE,2856.072,5
2017-05-02,38,PERSONAL CARE,351.0,10
2017-05-02,38,PRODUCE,1857.174,5
2017-05-02,39,PERSONAL CARE,456.0,21
2017-05-02,39,PRODUCE,3328.274,154
2017-05-02,4,PERSONAL CARE,244.0,6
2017-05-02,4,PRODUCE,2022.965,5
2017-05-02,40,PERSONAL CARE,456.0,23
2017-05-02,40,PRODUCE,2617.346,113
2017-05-02,41,PERSONAL CARE,315.0,9
2017-05-02,41,PRODUCE,2130.008,6
2017-05-02,42,PERSONAL CARE,329.0,8
2017-05-02,42,PRODUCE,2769.438,5
2017-05-02,43,PERSONAL CARE,331.0,17
2017-05-02,43,PRODUCE,2151.907,122
2017-05-02,44,PERSONAL CARE,542.0,10
2017-05-02,44,PRODUCE,9103.262,4
2017-05-02,45,PERSONAL CARE,791.0,11
2017-05-02,45,PRODUCE,6312.092,6
2017-05-02,46,PERSONAL CARE,771.0,10
2017-05-02,46,PRODUCE,2463.016,6
2017-05-02,47,PERSONAL CARE,765.0,11
2017-05-02,47,PRODUCE,5875.267,5
2017-05-02,48,PERSONAL CARE,892.0,9
2017-05-02,48,PRODUCE,1787.109,6
2017-05-02,49,PERSONAL CARE,569.0,7
2017-05-02,49,PRODUCE,8722.4,6
2017-05-02,5,PERSONAL CARE,209.0,11
2017-05-02,5,PRODUCE,1614.6381,4
2017-05-02,50,PERSONAL CARE,512.0,9
2017-05-02,50,PRODUCE,2597.86,6
2017-05-02,51,PERSONAL CARE,265.0,7
2017-05-02,51,PRODUCE,5269.215,6
2017-05-02,52,PERSONAL CARE,429.0,9
2017-05-02,52,PRODUCE,3748.457,5
2017-05-02,53,PERSONAL CARE,279.0,9
2017-05-02,53,PRODUCE,2171.636,5
2017-05-02,54,PERSONAL CARE,681.0,14
2017-05-02,54,PRODUCE,962.752,67
2017-05-02,6,PERSONAL CARE,374.0,7
2017-05-02,6,PRODUCE,2703.529,4
2017-05-02,7,PERSONAL CARE,358.0,11
2017-05-02,7,PRODUCE,6722.933,6
2017-05-02,8,PERSONAL CARE,337.0,8
2017-05-02,8,PRODUCE,4249.61,6
2017-05-02,9,PERSONAL CARE,744.0,24
2017-05-02,9,PRODUCE,2739.654,139
2017-05-03,1,PERSONAL CARE,230.0,7
2017-05-03,1,PRODUCE,4424.103,211
2017-05-03,10,PERSONAL CARE,187.0,14
2017-05-03,10,PRODUCE,217.129,5
2017-05-03,11,PERSONAL CARE,616.0,25
2017-05-03,11,PRODUCE,1283.042,8
2017-05-03,12,PERSONAL CARE,222.0,17
2017-05-03,12,PRODUCE,356.981,6
2017-05-03,13,PERSONAL CARE,225.0,20
2017-05-03,13,PRODUCE,172.092,5
2017-05-03,14,PERSONAL CARE,379.0,20
2017-05-03,14,PRODUCE,306.607,5
2017-05-03,15,PERSONAL CARE,244.0,22
2017-05-03,15,PRODUCE,633.513,5
2017-05-03,16,PERSONAL CARE,130.0,17
2017-05-03,16,PRODUCE,419.702,5
2017-05-03,17,PERSONAL CARE,312.0,19
2017-05-03,17,PRODUCE,1183.089,7
2017-05-03,18,PERSONAL CARE,147.0,17
2017-05-03,18,PRODUCE,1586.832,8
2017-05-03,19,PERSONAL CARE,209.0,15
2017-05-03,19,PRODUCE,254.977,3
2017-05-03,2,PERSONAL CARE,268.0,7
2017-05-03,2,PRODUCE,3887.18,212
2017-05-03,20,PERSONAL CARE,361.0,25
2017-05-03,20,PRODUCE,812.404,6
2017-05-03,21,PERSONAL CARE,330.0,23
2017-05-03,21,PRODUCE,1279.875,7
2017-05-03,22,PERSONAL CARE,199.0,15
2017-05-03,22,PRODUCE,480.447,5
2017-05-03,23,PERSONAL CARE,171.0,5
2017-05-03,23,PRODUCE,1991.244,184
2017-05-03,24,PERSONAL CARE,320.0,5
2017-05-03,24,PRODUCE,6180.314,205
2017-05-03,25,PERSONAL CARE,110.0,5
2017-05-03,25,PRODUCE,2152.784,150
2017-05-03,26,PERSONAL CARE,149.0,7
2017-05-03,26,PRODUCE,892.871,123
2017-05-03,27,PERSONAL CARE,266.0,10
2017-05-03,27,PRODUCE,4497.212,190
2017-05-03,28,PERSONAL CARE,314.0,22
2017-05-03,28,PRODUCE,1387.519,7
2017-05-03,29,PERSONAL CARE,771.0,22
2017-05-03,29,PRODUCE,1185.743,8
2017-05-03,3,PERSONAL CARE,634.0,9
2017-05-03,3,PRODUCE,11536.885,219
2017-05-03,30,PERSONAL CARE,102.0,8
2017-05-03,30,PRODUCE,378.999,5
2017-05-03,31,PERSONAL CARE,295.0,16
2017-05-03,31,PRODUCE,1387.172,7
2017-05-03,32,PERSONAL CARE,87.0,11
2017-05-03,32,PRODUCE,155.245,4
2017-05-03,33,PERSONAL CARE,230.0,16
2017-05-03,33,PRODUCE,1384.028,7
2017-05-03,34,PERSONAL CARE,332.0,16
2017-05-03,34,PRODUCE,854.401,6
2017-05-03,35,PERSONAL CARE,101.0,13
2017-05-03,35,PRODUCE,313.856,6
2017-05-03,36,PERSONAL CARE,197.0,23
2017-05-03,36,PRODUCE,1093.693,6
2017-05-03,37,PERSONAL CARE,315.0,8
2017-05-03,37,PRODUCE,4104.767,203
2017-05-03,38,PERSONAL CARE,384.0,10
2017-05-03,38,PRODUCE,3378.395,188
2017-05-03,39,PERSONAL CARE,422.0,22
2017-05-03,39,PRODUCE,1641.57,9
2017-05-03,4,PERSONAL CARE,207.0,7
2017-05-03,4,PRODUCE,3740.731,192
2017-05-03,40,PERSONAL CARE,366.0,21
2017-05-03,40,PRODUCE,1164.658,6
2017-05-03,41,PERSONAL CARE,334.0,12
2017-05-03,41,PRODUCE,2883.982,168
2017-05-03,42,PERSONAL CARE,329.0,11
2017-05-03,42,PRODUCE,3963.32,192
2017-05-03,43,PERSONAL CARE,297.0,16
2017-05-03,43,PRODUCE,1192.606,8
2017-05-03,44,PERSONAL CARE,522.0,10
2017-05-03,44,PRODUCE,13651.525,234
2017-05-03,45,PERSONAL CARE,729.0,12
2017-05-03,45,PRODUCE,9125.871,223
2017-05-03,46,PERSONAL CARE,676.0,9
2017-05-03,46,PRODUCE,3847.378,205
2017-05-03,47,PERSONAL CARE,760.0,12
2017-05-03,47,PRODUCE,8404.362,215
2017-05-03,48,PERSONAL CARE,712.0,12
2017-05-03,48,PRODUCE,2454.152,164
2017-05-03,49,PERSONAL CARE,586.0,8
2017-05-03,49,PRODUCE,11904.028,234
2017-05-03,5,PERSONAL CARE,302.0,11
2017-05-03,5,PRODUCE,2397.017,163
2017-05-03,50,PERSONAL CARE,498.0,10
2017-05-03,50,PRODUCE,3022.706,226
2017-05-03,51,PERSONAL CARE,301.0,8
2017-05-03,51,PRODUCE,8617.962,208
2017-05-03,52,PERSONAL CARE,464.0,12
2017-05-03,52,PRODUCE,7648.975,195
2017-05-03,53,PERSONAL CARE,258.0,8
2017-05-03,53,PRODUCE,3429.442,166
2017-05-03,54,PERSONAL CARE,214.0,13
2017-05-03,54,PRODUCE,434.741,3
2017-05-03,6,PERSONAL CARE,344.0,7
2017-05-03,6,PRODUCE,3883.38,184
2017-05-03,7,PERSONAL CARE,320.0,9
2017-05-03,7,PRODUCE,8885.314,225
2017-05-03,8,PERSONAL CARE,329.0,7
2017-05-03,8,PRODUCE,7859.628,236
2017-05-03,9,PERSONAL CARE,513.0,25
2017-05-03,9,PRODUCE,1442.451,8
2017-05-04,1,PERSONAL CARE,136.0,2
2017-05-04,1,PRODUCE,2194.038,4
2017-05-04,10,PERSONAL CARE,212.0,13
2017-05-04,10,PRODUCE,195.172,2
2017-05-04,11,PERSONAL CARE,588.0,24
2017-05-04,11,PRODUCE,1186.677,5
2017-05-04,12,PERSONAL CARE,178.0,17
2017-05-04,12,PRODUCE,323.544,4
2017-05-04,13,PERSONAL CARE,145.0,13
2017-05-04,13,PRODUCE,241.442,4
2017-05-04,14,PERSONAL CARE,240.0,20
2017-05-04,14,PRODUCE,313.068,4
2017-05-04,15,PERSONAL CARE,245.0,19
2017-05-04,15,PRODUCE,595.078,4
2017-05-04,16,PERSONAL CARE,144.0,14
2017-05-04,16,PRODUCE,415.008,3
2017-05-04,17,PERSONAL CARE,299.0,20
2017-05-04,17,PRODUCE,1028.635,4
2017-05-04,18,PERSONAL CARE,140.0,15
2017-05-04,18,PRODUCE,1458.562,5
2017-05-04,19,PERSONAL CARE,145.0,17
2017-05-04,19,PRODUCE,406.48,3
2017-05-04,2,PERSONAL CARE,258.0,3
2017-05-04,2,PRODUCE,1994.229,4
2017-05-04,20,PERSONAL CARE,325.0,20
2017-05-04,20,PRODUCE,781.318,4
2017-05-04,21,PERSONAL CARE,270.0,21
2017-05-04,21,PRODUCE,927.588,5
2017-05-04,22,PERSONAL CARE,128.0,14
2017-05-04,22,PRODUCE,385.701,3
2017-05-04,23,PERSONAL CARE,124.0,2
2017-05-04,23,PRODUCE,929.383,2
2017-05-04,24,PERSONAL CARE,254.0,4
2017-05-04,24,PRODUCE,2871.442,3
2017-05-04,25,PERSONAL CARE,60.0,2
2017-05-04,25,PRODUCE,1168.589,3
2017-05-04,26,PERSONAL CARE,128.0,3
2017-05-04,26,PRODUCE,372.886,3
2017-05-04,27,PERSONAL CARE,186.0,4
2017-05-04,27,PRODUCE,2178.207,3
2017-05-04,28,PERSONAL CARE,250.0,15
2017-05-04,28,PRODUCE,1388.103,4
2017-05-04,29,PERSONAL CARE,205.0,14
2017-05-04,29,PRODUCE,893.964,5
2017-05-04,3,PERSONAL CARE,404.0,5
2017-05-04,3,PRODUCE,6629.528,4
2017-05-04,30,PERSONAL CARE,94.0,7
2017-05-04,30,PRODUCE,426.859,3
2017-05-04,31,PERSONAL CARE,213.0,16
2017-05-04,31,PRODUCE,1199.036,4
2017-05-04,32,PERSONAL CARE,122.0,11
2017-05-04,32,PRODUCE,149.307,3
2017-05-04,33,PERSONAL CARE,189.0,16
2017-05-04,33,PRODUCE,994.192,4
2017-05-04,34,PERSONAL CARE,269.0,14
2017-05-04,34,PRODUCE,633.92,4
2017-05-04,35,PERSONAL CARE,95.0,12
2017-05-04,35,PRODUCE,349.832,4
2017-05-04,36,PERSONAL CARE,251.0,17
2017-05-04,36,PRODUCE,1017.157,4
2017-05-04,37,PERSONAL CARE,231.0,6
2017-05-04,37,PRODUCE,2579.817,4
2017-05-04,38,PERSONAL CARE,258.0,6
2017-05-04,38,PRODUCE,1528.931,4
2017-05-04,39,PERSONAL CARE,274.0,16
2017-05-04,39,PRODUCE,1330.245,5
2017-05-04,4,PERSONAL CARE,164.0,2
2017-05-04,4,PRODUCE,2021.368,4
2017-05-04,40,PERSONAL CARE,234.0,15
2017-05-04,40,PRODUCE,1066.959,5
2017-05-04,41,PERSONAL CARE,211.0,6
2017-05-04,41,PRODUCE,1594.172,2
2017-05-04,42,PERSONAL CARE,226.0,5
2017-05-04,42,PRODUCE,2169.92,4
2017-05-04,43,PERSONAL CARE,228.0,17
2017-05-04,43,PRODUCE,1030.376,5
2017-05-04,44,PERSONAL CARE,368.0,7
2017-05-04,44,PRODUCE,7260.175,3
2017-05-04,45,PERSONAL CARE,605.0,5
2017-05-04,45,PRODUCE,4891.12,4
2017-05-04,46,PERSONAL CARE,619.0,7
2017-05-04,46,PRODUCE,2166.722,4
2017-05-04,47,PERSONAL CARE,608.0,8
2017-05-04,47,PRODUCE,4537.527,4
2017-05-04,48,PERSONAL CARE,622.0,6
2017-05-04,48,PRODUCE,1516.484,3
2017-05-04,49,PERSONAL CARE,425.0,6
2017-05-04,49,PRODUCE,6484.01,4
2017-05-04,5,PERSONAL CARE,212.0,9
2017-05-04,5,PRODUCE,1168.6,3
2017-05-04,50,PERSONAL CARE,381.0,6
2017-05-04,50,PRODUCE,1751.57,4
2017-05-04,51,PERSONAL CARE,239.0,7
2017-05-04,51,PRODUCE,4427.327,3
2017-05-04,52,PERSONAL CARE,336.0,7
2017-05-04,52,PRODUCE,4078.496,3
2017-05-04,53,PERSONAL CARE,198.0,9
2017-05-04,53,PRODUCE,1322.397,2
2017-05-04,54,PERSONAL CARE,124.0,10
2017-05-04,54,PRODUCE,494.213,4
2017-05-04,6,PERSONAL CARE,295.0,5
2017-05-04,6,PRODUCE,2069.181,4
2017-05-04,7,PERSONAL CARE,211.0,6
2017-05-04,7,PRODUCE,4753.597,4
2017-05-04,8,PERSONAL CARE,275.0,6
2017-05-04,8,PRODUCE,3468.171,4
2017-05-04,9,PERSONAL CARE,487.0,19
2017-05-04,9,PRODUCE,1285.772,5
2017-05-05,1,PERSONAL CARE,153.0,4
2017-05-05,1,PRODUCE,2631.374,2
2017-05-05,10,PERSONAL CARE,97.0,12
2017-05-05,10,PRODUCE,144.188,0
2017-05-05,11,PERSONAL CARE,431.0,23
2017-05-05,11,PRODUCE,1186.6119,4
2017-05-05,12,PERSONAL CARE,180.0,17
2017-05-05,12,PRODUCE,228.365,3
2017-05-05,13,PERSONAL CARE,207.0,19
2017-05-05,13,PRODUCE,155.593,0
2017-05-05,14,PERSONAL CARE,255.0,19
2017-05-05,14,PRODUCE,312.848,2
2017-05-05,15,PERSONAL CARE,140.0,14
2017-05-05,15,PRODUCE,577.656,1
2017-05-05,16,PERSONAL CARE,129.0,13
2017-05-05,16,PRODUCE,566.54,2
2017-05-05,17,PERSONAL CARE,211.0,17
2017-05-05,17,PRODUCE,837.117,2
2017-05-05,18,PERSONAL CARE,145.0,15
2017-05-05,18,PRODUCE,1311.817,3
2017-05-05,19,PERSONAL CARE,170.0,15
2017-05-05,19,PRODUCE,335.512,1
2017-05-05,2,PERSONAL CARE,218.0,6
2017-05-05,2,PRODUCE,2356.862,2
2017-05-05,20,PERSONAL CARE,229.0,18
2017-05-05,20,PRODUCE,579.881,3
2017-05-05,21,PERSONAL CARE,209.0,19
2017-05-05,21,PRODUCE,832.461,3
2017-05-05,22,PERSONAL CARE,104.0,10
2017-05-05,22,PRODUCE,362.113,2
2017-05-05,23,PERSONAL CARE,142.0,2
2017-05-05,23,PRODUCE,1307.186,1
2017-05-05,24,PERSONAL CARE,242.0,5
2017-05-05,24,PRODUCE,3807.7031,2
2017-05-05,25,PERSONAL CARE,79.0,3
2017-05-05,25,PRODUCE,1433.789,1
2017-05-05,26,PERSONAL CARE,110.0,2
2017-05-05,26,PRODUCE,641.362,0
2017-05-05,27,PERSONAL CARE,115.0,3
2017-05-05,27,PRODUCE,2135.074,1
2017-05-05,28,PERSONAL CARE,418.0,15
2017-05-05,28,PRODUCE,849.617,1
2017-05-05,29,PERSONAL CARE,173.0,15
2017-05-05,29,PRODUCE,620.979,3
2017-05-05,3,PERSONAL CARE,467.0,6
2017-05-05,3,PRODUCE,6852.964,2
2017-05-05,30,PERSONAL CARE,126.0,6
2017-05-05,30,PRODUCE,425.983,1
2017-05-05,31,PERSONAL CARE,249.0,18
2017-05-05,31,PRODUCE,1089.116,2
2017-05-05,32,PERSONAL CARE,75.0,7
2017-05-05,32,PRODUCE,131.209,0
2017-05-05,33,PERSONAL CARE,148.0,12
2017-05-05,33,PRODUCE,1051.047,2
2017-05-05,34,PERSONAL CARE,257.0,15
2017-05-05,34,PRODUCE,620.881,2
2017-05-05,35,PERSONAL CARE,108.0,11
2017-05-05,35,PRODUCE,319.295,0
2017-05-05,36,PERSONAL CARE,195.0,18
2017-05-05,36,PRODUCE,1219.555,2
2017-05-05,37,PERSONAL CARE,185.0,6
2017-05-05,37,PRODUCE,2653.85,2
2017-05-05,38,PERSONAL CARE,255.0,6
2017-05-05,38,PRODUCE,1826.774,2
2017-05-05,39,PERSONAL CARE,246.0,18
2017-05-05,39,PRODUCE,1387.365,4
2017-05-05,4,PERSONAL CARE,175.0,4
2017-05-05,4,PRODUCE,1715.951,2
2017-05-05,40,PERSONAL CARE,272.0,19
2017-05-05,40,PRODUCE,943.448,3
2017-05-05,41,PERSONAL CARE,218.0,7
2017-05-05,41,PRODUCE,1887.851,1
2017-05-05,42,PERSONAL CARE,223.0,3
2017-05-05,42,PRODUCE,2442.94,1
2017-05-05,43,PERSONAL CARE,246.0,15
2017-05-05,43,PRODUCE,950.689,3
2017-05-05,44,PERSONAL CARE,478.0,9
2017-05-05,44,PRODUCE,8438.02,2
2017-05-05,45,PERSONAL CARE,594.0,8
2017-05-05,45,PRODUCE,5764.507,2
2017-05-05,46,PERSONAL CARE,572.0,6
2017-05-05,46,PRODUCE,2429.005,2
2017-05-05,47,PERSONAL CARE,622.0,6
2017-05-05,47,PRODUCE,5709.531,2
2017-05-05,48,PERSONAL CARE,563.0,7
2017-05-05,48,PRODUCE,1483.5,2
2017-05-05,49,PERSONAL CARE,430.0,5
2017-05-05,49,PRODUCE,7860.972,2
2017-05-05,5,PERSONAL CARE,201.0,5
2017-05-05,5,PRODUCE,1624.527,0
2017-05-05,50,PERSONAL CARE,454.0,6
2017-05-05,50,PRODUCE,1865.106,2
2017-05-05,51,PERSONAL CARE,244.0,5
2017-05-05,51,PRODUCE,5522.317,1
2017-05-05,52,PERSONAL CARE,305.0,7
2017-05-05,52,PRODUCE,4415.93,2
2017-05-05,53,PERSONAL CARE,216.0,6
2017-05-05,53,PRODUCE,1906.667,1
2017-05-05,54,PERSONAL CARE,143.0,14
2017-05-05,54,PRODUCE,470.368,2
2017-05-05,6,PERSONAL CARE,292.0,5
2017-05-05,6,PRODUCE,2037.855,1
2017-05-05,7,PERSONAL CARE,269.0,6
2017-05-05,7,PRODUCE,4969.597,2
2017-05-05,8,PERSONAL CARE,311.0,7
2017-05-05,8,PRODUCE,4263.295,2
2017-05-05,9,PERSONAL CARE,406.0,21
2017-05-05,9,PRODUCE,1167.614,3
2017-05-06,1,PERSONAL CARE,185.0,5
2017-05-06,1,PRODUCE,2500.529,2
2017-05-06,10,PERSONAL CARE,296.0,15
2017-05-06,10,PRODUCE,206.804,1
2017-05-06,11,PERSONAL CARE,812.0,21
2017-05-06,11,PRODUCE,1495.373,3
2017-05-06,12,PERSONAL CARE,237.0,12
2017-05-06,12,PRODUCE,378.107,3
2017-05-06,13,PERSONAL CARE,297.0,20
2017-05-06,13,PRODUCE,394.654,1
2017-05-06,14,PERSONAL CARE,523.0,21
2017-05-06,14,PRODUCE,506.246,3
2017-05-06,15,PERSONAL CARE,267.0,20
2017-05-06,15,PRODUCE,563.16797,2
2017-05-06,16,PERSONAL CARE,140.0,14
2017-05-06,16,PRODUCE,542.9,2
2017-05-06,17,PERSONAL CARE,428.0,21
2017-05-06,17,PRODUCE,1583.814,2
2017-05-06,18,PERSONAL CARE,260.0,18
2017-05-06,18,PRODUCE,2067.277,3
2017-05-06,19,PERSONAL CARE,394.0,16
2017-05-06,19,PRODUCE,607.926,2
2017-05-06,2,PERSONAL CARE,350.0,4
2017-05-06,2,PRODUCE,2950.995,2
2017-05-06,20,PERSONAL CARE,577.0,21
2017-05-06,20,PRODUCE,1161.105,3
2017-05-06,21,PERSONAL CARE,465.0,22
2017-05-06,21,PRODUCE,1133.865,3
2017-05-06,22,PERSONAL CARE,225.0,18
2017-05-06,22,PRODUCE,507.508,2
2017-05-06,23,PERSONAL CARE,172.0,4
2017-05-06,23,PRODUCE,1180.9921,2
2017-05-06,24,PERSONAL CARE,365.0,3
2017-05-06,24,PRODUCE,3996.957,2
2017-05-06,25,PERSONAL CARE,119.0,4
2017-05-06,25,PRODUCE,1532.244,1
2017-05-06,26,PERSONAL CARE,143.0,4
2017-05-06,26,PRODUCE,516.078,0
2017-05-06,27,PERSONAL CARE,250.0,4
2017-05-06,27,PRODUCE,3507.124,2
2017-05-06,28,PERSONAL CARE,347.0,18
2017-05-06,28,PRODUCE,1891.899,2
2017-05-06,29,PERSONAL CARE,362.0,18
2017-05-06,29,PRODUCE,1495.584,3
2017-05-06,3,PERSONAL CARE,747.0,6
2017-05-06,3,PRODUCE,9707.308,2
2017-05-06,30,PERSONAL CARE,97.0,7
2017-05-06,30,PRODUCE,598.051,1
2017-05-06,31,PERSONAL CARE,318.0,15
2017-05-06,31,PRODUCE,1229.901,2
2017-05-06,32,PERSONAL CARE,78.0,6
2017-05-06,32,PRODUCE,256.911,1
2017-05-06,33,PERSONAL CARE,285.0,14
2017-05-06,33,PRODUCE,1337.661,2
2017-05-06,34,PERSONAL CARE,419.0,18
2017-05-06,34,PRODUCE,679.669,3
2017-05-06,35,PERSONAL CARE,93.0,13
2017-05-06,35,PRODUCE,331.03,2
2017-05-06,36,PERSONAL CARE,273.0,19
2017-05-06,36,PRODUCE,1346.643,2
2017-05-06,37,PERSONAL CARE,351.0,4
2017-05-06,37,PRODUCE,3237.555,2
2017-05-06,38,PERSONAL CARE,488.0,7
2017-05-06,38,PRODUCE,2701.689,2
2017-05-06,39,PERSONAL CARE,432.0,20
2017-05-06,39,PRODUCE,1839.097,4
2017-05-06,4,PERSONAL CARE,275.0,5
2017-05-06,4,PRODUCE,2886.91,2
2017-05-06,40,PERSONAL CARE,471.0,18
2017-05-06,40,PRODUCE,1358.76,3
2017-05-06,41,PERSONAL CARE,388.0,7
2017-05-06,41,PRODUCE,2538.747,2
2017-05-06,42,PERSONAL CARE,284.0,4
2017-05-06,42,PRODUCE,2944.625,2
2017-05-06,43,PERSONAL CARE,394.0,17
2017-05-06,43,PRODUCE,1207.473,3
2017-05-06,44,PERSONAL CARE,794.0,8
2017-05-06,44,PRODUCE,12821.68,2
2017-05-06,45,PERSONAL CARE,991.0,8
2017-05-06,45,PRODUCE,7341.188,3
2017-05-06,46,PERSONAL CARE,1224.0,7
2017-05-06,46,PRODUCE,3946.714,2
2017-05-06,47,PERSONAL CARE,1033.0,9
2017-05-06,47,PRODUCE,6368.525,2
2017-05-06,48,PERSONAL CARE,1111.0,8
2017-05-06,48,PRODUCE,2667.679,2
2017-05-06,49,PERSONAL CARE,658.0,6
2017-05-06,49,PRODUCE,8180.157,2
2017-05-06,5,PERSONAL CARE,296.0,10
